,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
10562,1,2,1,3,2,0,0,2,2,2,1,0,1,2,4,2,6,2,5,7,7,4,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,1,4,2,60,1,1,2,2,1
7479,1,2,1,1,3,2,1,0,1,1,0,2,0,3,5,2,6,4,6,7,5,2,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,21,1,1,10,1,70,2,1,4,2,1
5425,2,1,1,1,2,3,3,3,2,1,2,2,3,1,3,5,4,7,4,5,4,5,1,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,2,19,1,1,10,1,10,2,1,7,2,2
10543,0,0,0,1,0,1,1,0,1,1,0,1,0,1,5,4,5,7,6,7,6,6,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,23,1,1,10,1,70,2,1,4,3,0
1959,2,3,2,3,2,3,2,3,3,3,3,3,2,1,2,5,5,5,6,2,5,5,1,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,14,1,1,1,2,60,2,1,1,1,2
3514,1,1,1,2,2,1,1,1,1,1,2,1,1,1,5,6,5,5,5,6,6,5,3,3,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,3,2,1,14,1,2,7,3,60,2,1,3,1,1
30197,0,1,0,2,2,0,0,2,3,1,2,0,2,3,4,5,1,6,3,4,3,7,2,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,1,10,0,70,1,1,4,3,1
4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,5,6,6,2,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,0,2,1,77,2,1,12,1,60,1,2,6,5,0
34174,0,1,3,1,3,1,2,1,1,1,2,1,1,1,5,4,5,6,7,6,4,1,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,3,2,2,14,1,1,10,1,20,2,1,8,1,1
4121,0,1,3,2,0,0,1,1,1,1,0,1,1,1,7,2,7,5,7,5,6,5,4,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,2,27,1,1,8,1,70,1,1,3,3,0
12970,0,1,2,3,2,3,2,1,0,3,2,0,2,0,7,5,5,7,7,1,7,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,18,2,1,7,1,30,2,1,2,2,2
11012,0,0,1,2,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,5,3,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,2,24,1,1,4,1,10,2,2,4,3,0
276,2,0,1,2,3,1,1,2,2,2,1,1,2,2,2,6,2,7,6,4,5,6,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,17,2,2,4,4,70,2,1,4,2,2
11250,1,0,2,1,1,1,0,1,1,1,0,1,0,2,2,6,5,4,5,7,3,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,17,1,1,1,1,60,2,1,3,2,0
16768,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,5,5,1,6,5,6,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,23,1,1,10,1,10,2,1,2,3,0
21145,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,22,1,1,10,2,10,2,1,4,3,0
9994,0,0,0,0,1,1,1,1,0,1,1,0,2,1,4,2,5,4,5,5,6,3,6,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,25,1,1,10,1,70,2,1,5,3,0
32,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,1,2,0,5,6,7,6,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,42,2,1,6,1,60,1,1,4,4,0
7733,2,2,0,3,2,2,0,3,1,3,0,0,0,0,1,4,6,7,4,5,4,6,4,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,3,1,2,20,1,1,10,5,10,2,1,5,2,1
11736,1,3,2,1,1,1,1,1,1,1,1,2,1,3,5,1,2,5,7,5,7,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,42,1,1,1,2,60,2,1,2,4,1
5104,1,1,1,3,1,2,0,1,2,0,2,1,2,2,5,2,6,7,4,5,6,7,6,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,19,1,1,10,1,10,2,1,2,2,1
7422,0,1,1,2,3,2,1,0,1,0,3,1,1,3,2,7,1,7,4,3,5,7,2,4,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,22,1,1,10,1,70,2,1,4,3,1
15519,1,3,1,3,1,0,0,1,3,1,1,1,1,3,7,5,1,7,7,1,7,5,1,3,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,2,2,1,33,2,1,2,2,60,1,1,2,3,1
21543,1,2,1,1,1,2,0,1,1,1,2,1,1,1,4,5,6,6,7,7,4,7,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,24,1,2,10,5,10,1,1,5,3,1
16918,0,1,0,0,0,2,0,1,1,1,1,0,0,0,4,6,7,5,7,5,6,3,6,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,1,2,1,25,1,1,10,5,10,2,1,4,3,0
6778,2,2,2,3,2,3,3,3,3,3,3,3,3,3,5,6,7,7,5,6,7,7,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,18,1,1,10,1,10,2,1,6,2,2
4311,2,2,1,3,3,1,0,1,2,3,1,1,1,3,6,6,7,5,5,6,6,5,3,4,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,1,2,45,1,1,2,1,60,1,1,3,4,2
20805,0,1,0,1,0,0,0,0,0,1,1,0,0,1,5,5,6,5,1,5,1,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,16,1,1,10,0,60,2,1,5,1,0
1851,3,3,2,3,3,2,2,3,2,3,2,2,2,3,3,4,2,3,6,2,6,1,7,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,55,2,1,2,1,60,2,2,3,5,2
10580,1,1,0,1,0,2,2,2,1,0,1,0,0,3,4,5,7,6,6,4,6,3,3,7,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,14,2,1,4,1,70,2,1,3,1,1
17763,1,0,0,1,1,3,1,0,2,0,3,3,1,0,4,5,6,4,5,5,4,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,1,10,2,1,4,3,1
15354,1,1,1,2,2,1,1,2,1,2,1,1,2,2,5,2,6,6,6,2,7,2,2,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,2,44,2,1,4,3,60,1,2,2,4,1
6839,0,0,0,1,0,1,2,1,1,2,2,1,0,2,0,0,6,0,0,0,0,5,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,21,1,1,10,1,70,2,1,4,2,0
4865,0,1,1,1,0,1,1,0,2,0,3,1,1,0,5,7,6,6,4,4,6,7,4,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,2,2,2,27,1,1,10,0,70,2,2,3,3,0
35242,0,0,1,1,1,2,1,1,2,0,2,0,3,1,3,7,4,6,3,4,4,4,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,13,1,1,3,1,10,2,1,5,1,1
4155,2,3,3,3,1,3,2,2,3,3,2,3,3,3,4,6,7,7,1,4,5,6,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,13,1,1,10,1,20,2,1,4,1,2
4198,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,5,7,5,7,7,5,4,2,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2,3,2,1,19,2,1,6,4,60,1,1,1,2,0
10358,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,3,2,3,4,7,3,6,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,1,13,2,3,7,2,60,2,1,2,1,2
7376,1,1,1,3,1,1,1,1,2,1,2,1,2,0,2,2,6,2,2,5,5,1,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,19,1,1,12,1,10,2,1,2,2,1
8202,1,1,1,1,2,3,3,1,1,1,3,0,2,2,1,1,6,5,5,7,7,1,6,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,20,1,1,8,1,10,2,1,2,2,2
26065,0,1,2,1,1,2,2,0,1,1,2,1,2,1,4,4,5,6,3,2,2,3,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,1,2,25,1,1,10,1,70,1,1,4,3,1
14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,7,7,7,1,7,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,33,1,1,6,1,10,1,2,7,3,0
1755,0,0,0,1,1,0,0,1,1,1,0,1,1,1,3,4,4,5,5,5,4,5,6,6,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,1,2,47,2,1,7,1,60,0,3,0,4,0
4650,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1,7,5,6,1,7,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,28,2,1,2,4,10,2,1,6,3,2
34368,2,1,1,2,3,0,0,3,1,1,0,1,0,2,5,3,7,5,4,5,5,1,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,29,1,1,10,5,10,1,1,5,3,1
13111,0,1,0,0,0,0,0,2,1,0,0,0,0,1,5,4,6,5,4,7,4,1,3,5,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,2,1,2,1,19,2,1,1,1,60,2,1,1,2,0
27529,2,1,0,2,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,5,5,3,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,19,1,1,10,1,10,2,1,8,2,1
17647,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,3,2,3,7,1,6,7,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,25,1,2,10,1,10,1,1,3,3,1
235,1,1,3,0,3,3,3,3,1,3,2,3,3,1,6,2,5,7,7,3,7,3,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,1,2,22,2,1,8,1,10,2,1,2,3,2
5774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,6,2,6,3,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,15,1,1,3,1,10,2,1,1,1,0
28832,1,3,1,1,1,1,0,1,2,2,0,0,0,2,3,5,3,5,6,5,7,5,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,24,2,1,4,1,60,2,1,2,3,1
18494,1,2,2,3,1,3,0,0,2,0,3,0,1,1,3,5,7,5,7,6,7,7,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,20,1,1,4,1,70,2,1,6,2,1
10778,0,0,1,1,0,1,0,1,1,0,0,0,1,1,6,5,7,3,3,5,3,5,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,40,2,1,2,1,60,1,1,3,4,0
19846,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,5,5,4,7,6,6,4,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,1,1,10,1,10,1,1,3,3,0
637,2,2,2,3,3,2,1,2,3,3,3,3,2,3,2,2,5,6,7,4,6,6,2,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,19,1,1,7,1,70,2,1,6,2,2
36589,1,2,1,2,1,1,1,2,2,1,1,1,1,2,5,7,6,5,4,5,5,7,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,24,2,1,10,1,10,1,1,4,3,1
9613,1,1,2,3,1,2,2,1,2,1,1,2,2,2,3,5,4,6,7,4,4,5,2,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,2,1,2,2,32,2,1,12,5,60,2,1,1,3,2
11934,1,2,1,1,1,0,1,1,2,1,1,1,1,2,6,7,6,7,6,4,7,7,3,7,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,1,1,1,20,2,1,1,1,60,1,1,2,2,1
13638,2,1,2,3,1,2,1,2,3,3,2,1,1,3,1,6,5,2,7,6,5,6,3,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,30,2,1,6,1,60,2,1,2,3,2
15614,1,1,1,1,2,0,0,1,1,1,1,0,0,3,2,5,5,7,3,6,6,3,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,24,2,1,0,1,60,1,1,3,3,0
15104,1,2,0,3,1,2,1,1,2,1,2,1,2,1,2,1,3,6,2,6,7,5,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,1,1,10,0,10,1,1,0,3,1
12654,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,6,4,4,5,5,3,3,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,3,1,15,2,1,1,4,60,2,1,2,1,2
16667,1,1,1,1,1,1,1,2,0,1,2,0,2,1,2,3,5,5,5,7,4,4,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,21,1,1,10,3,10,2,1,2,2,1
13597,1,3,2,3,1,3,3,1,3,2,2,2,2,1,4,2,6,7,5,1,4,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,63,2,1,6,1,60,1,3,3,5,2
19912,1,1,1,2,2,2,0,1,2,1,1,3,0,3,5,5,5,4,6,5,6,6,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,10,1,10,2,1,3,2,1
14575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,6,5,3,7,5,3,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,29,2,1,1,1,60,1,2,3,3,0
12339,0,0,0,0,0,1,0,0,1,0,2,0,0,0,5,4,6,3,7,3,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,21,1,1,12,1,10,2,1,0,2,0
4994,1,1,1,1,3,2,0,1,1,1,1,0,1,2,3,7,6,5,5,2,5,2,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,26,1,1,10,1,10,2,1,4,3,1
5062,1,1,0,1,1,3,1,0,0,1,2,1,1,0,4,5,5,5,4,5,5,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,10,5,10,2,1,5,2,0
13380,0,1,0,1,0,1,0,1,1,0,0,1,0,1,3,4,5,5,6,6,4,3,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,33,1,1,2,1,60,2,1,1,3,0
14299,0,1,1,1,1,1,0,2,2,1,1,1,0,2,5,5,6,7,5,7,7,4,4,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,28,1,1,10,4,10,2,1,6,3,1
2456,2,2,2,1,1,1,1,2,1,2,2,0,1,2,1,7,2,7,7,6,1,3,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,30,1,1,2,1,60,1,3,3,3,1
4939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5,5,6,6,5,3,5,6,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,3,2,2,21,1,2,10,1,10,2,1,3,2,0
11375,2,2,2,2,2,2,1,2,2,1,1,2,3,2,6,2,4,5,6,6,7,2,3,5,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,2,2,1,2,20,1,2,2,3,60,2,1,2,2,2
11188,0,0,1,1,0,0,0,0,2,0,3,0,0,1,7,6,5,6,7,1,5,2,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,17,2,1,4,1,60,2,1,2,2,0
8176,0,1,0,2,0,1,0,1,2,0,1,0,0,1,4,6,6,7,4,1,5,3,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,20,1,1,10,1,10,2,1,3,2,0
25849,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,6,6,6,6,4,6,6,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,23,2,1,10,0,70,1,1,3,3,1
2517,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,5,7,5,6,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,1,19,2,1,5,1,50,1,1,6,2,2
26484,1,1,1,2,2,2,1,1,1,1,1,1,1,2,4,5,5,5,5,4,6,6,4,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,19,1,1,10,0,10,2,1,4,2,1
2489,2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,1,6,4,5,3,6,1,3,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,46,2,1,4,1,60,1,2,3,4,2
33343,0,1,0,1,1,1,0,3,2,1,1,1,0,2,5,3,7,6,6,5,7,2,3,6,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,3,2,1,21,2,1,2,1,60,1,1,2,2,1
10864,2,1,1,1,2,1,0,0,1,0,1,2,1,0,6,3,5,3,6,7,7,5,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,18,1,1,10,1,10,2,1,2,2,0
9781,0,1,0,1,0,1,0,0,1,1,0,0,0,1,5,6,3,2,4,6,5,5,6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,0,10,2,2,4,3,0
9538,0,0,1,1,1,0,0,1,1,1,0,0,0,1,6,5,7,2,6,5,7,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,1,10,1,1,3,3,0
11137,3,1,1,3,3,3,3,3,3,2,3,3,3,2,1,6,3,4,2,1,4,7,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,3,1,13,1,1,2,2,60,2,1,2,1,2
9025,1,1,3,1,1,0,0,1,1,1,2,1,0,3,5,2,5,5,6,4,6,7,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,1,10,1,10,2,1,7,3,1
8586,3,3,3,3,3,3,3,2,1,3,2,3,3,3,2,3,6,6,4,7,4,4,1,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,19,1,1,10,1,10,2,1,3,2,2
8883,3,3,1,3,3,3,1,3,3,2,1,3,1,1,2,2,6,7,2,7,5,3,2,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,2,2,20,2,1,10,1,10,1,1,2,2,2
38051,0,1,0,2,1,1,1,1,1,1,1,1,2,2,3,1,4,5,5,6,7,2,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,21,1,1,10,1,10,2,1,3,2,1
1254,2,1,3,3,0,1,2,1,3,1,3,1,2,1,6,6,6,7,2,4,5,1,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,22,2,1,3,1,10,2,1,2,3,2
16461,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,5,6,5,6,3,6,5,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,10,5,10,2,1,4,2,0
20186,1,0,0,0,0,0,0,1,0,1,1,0,0,1,5,4,4,4,5,6,5,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,2,24,1,1,10,0,10,2,1,4,3,0
5047,3,2,2,2,3,3,2,0,1,1,3,1,2,2,5,7,4,6,4,3,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,20,1,1,10,3,10,2,1,4,2,2
12092,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,4,7,2,6,5,7,1,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,18,1,1,7,1,70,2,1,5,2,2
8578,1,1,1,1,1,3,0,1,1,1,2,0,1,1,3,3,4,4,5,5,5,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,18,1,1,10,1,10,2,1,3,2,1
11557,0,3,0,1,1,0,0,0,1,1,0,0,0,3,1,2,6,6,7,7,7,1,5,2,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,2,1,2,1,18,1,1,12,1,50,2,1,2,2,0
11735,0,3,3,0,0,3,3,1,0,0,1,0,3,3,1,6,3,5,2,4,2,2,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,18,1,1,1,1,60,2,1,2,2,1
9063,0,0,0,1,2,2,0,0,2,2,1,2,2,0,4,4,6,6,4,7,6,7,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,23,1,1,10,3,10,2,1,3,3,1
1824,3,3,3,3,2,3,3,2,1,2,3,3,3,2,2,6,7,7,1,7,5,4,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,14,1,1,0,1,10,2,1,2,1,2
13387,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,2,6,5,7,3,7,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,13,2,1,1,2,60,2,1,2,1,2
3668,1,1,1,1,1,1,0,1,1,1,1,0,0,1,5,2,6,2,7,5,7,5,5,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,2,1,37,2,1,1,1,60,1,0,3,4,0
20792,0,0,0,0,0,1,0,0,2,0,1,0,0,0,7,7,7,7,1,1,7,7,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,18,1,1,10,1,10,2,1,5,2,0
3762,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,6,7,5,7,5,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1,1,2,1,60,2,1,3,2,2
5223,1,1,1,1,0,1,1,2,1,1,1,1,1,0,3,1,1,3,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,20,1,1,10,3,10,2,1,3,2,0
2087,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,5,4,7,4,7,5,4,1,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,2,16,1,2,1,0,10,2,1,3,1,2
2854,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1,7,2,6,4,7,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,20,2,1,1,1,60,1,1,2,2,2
12697,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,5,5,2,6,7,6,1,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,25,2,1,6,1,60,1,1,1,3,0
9476,1,1,1,2,2,2,2,1,2,1,2,2,1,3,6,6,6,7,7,7,7,5,2,6,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,4,1,2,2,47,1,1,10,1,10,1,3,12,4,2
7160,1,0,3,1,1,1,2,1,1,1,2,2,2,0,3,5,6,7,2,7,7,4,4,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,22,1,1,10,1,10,2,1,4,3,1
5535,0,2,1,1,1,2,0,1,1,0,1,1,0,2,1,6,4,5,5,3,7,7,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,1,1,10,1,10,2,1,4,2,0
38886,0,1,0,3,3,1,0,1,3,1,1,1,1,1,1,7,6,7,6,7,6,4,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,27,2,1,4,1,70,1,2,1,3,1
11105,1,1,1,2,1,3,3,1,1,3,3,1,3,1,4,4,3,6,7,2,2,7,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,3,3,1,2,21,1,1,1,3,10,2,1,3,2,2
27311,2,0,1,2,0,1,1,1,2,1,1,2,1,0,5,6,6,6,4,3,6,2,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,4,2,2,1,32,1,1,7,1,60,1,2,2,3,1
8672,1,2,3,3,2,2,3,2,3,3,2,2,2,2,2,4,3,4,6,3,5,2,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,18,1,1,10,1,10,2,1,1,2,2
14024,1,1,1,1,1,1,0,1,0,1,0,1,0,1,6,6,7,5,5,4,7,2,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3,3,2,2,22,1,1,4,1,10,1,1,3,3,0
31620,1,1,2,1,1,2,1,2,1,0,2,2,1,1,4,4,4,3,5,4,4,5,4,4,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,24,1,1,10,1,10,1,1,5,3,1
3115,1,2,2,3,3,1,2,2,3,3,2,2,2,3,1,1,7,2,7,7,3,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,51,2,3,4,1,60,1,1,3,5,2
26178,1,0,1,2,1,0,2,1,1,1,1,2,1,0,2,5,6,5,5,6,6,2,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,26,1,2,10,4,10,1,1,4,3,1
8966,0,1,3,2,3,2,1,1,3,0,1,3,1,3,5,2,6,2,7,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,23,2,1,10,1,10,2,1,5,3,2
12691,1,1,2,2,1,2,1,1,2,1,2,1,1,1,5,5,5,6,6,6,5,5,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,35,1,1,7,1,60,2,2,4,3,1
13518,1,3,2,1,1,2,3,3,1,3,1,3,3,3,3,6,4,6,2,3,1,6,2,6,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,14,2,2,1,2,70,2,1,3,1,2
